file,Energy_mean,Energy_std,ZCR_mean,ZCR_std,Spectral_centroid_mean,Spectral_centroid_std,Spectral_flux_mean,F0_mean,F0_std,F0_range,Voiced_ratio,MFCC_C0_mean,MFCC_C0_std,MFCC_C1_mean,MFCC_C1_std,MFCC_C2_mean,MFCC_C2_std,MFCC_C3_mean,MFCC_C3_std,MFCC_C4_mean,MFCC_C4_std,MFCC_C5_mean,MFCC_C5_std,MFCC_C6_mean,MFCC_C6_std,MFCC_C7_mean,MFCC_C7_std,MFCC_C8_mean,MFCC_C8_std,MFCC_C9_mean,MFCC_C9_std,MFCC_C10_mean,MFCC_C10_std,MFCC_C11_mean,MFCC_C11_std,MFCC_C12_mean,MFCC_C12_std,Delta_MFCC_C0_mean,Delta_MFCC_C0_std,Delta_MFCC_C1_mean,Delta_MFCC_C1_std,Delta_MFCC_C2_mean,Delta_MFCC_C2_std,Delta_MFCC_C3_mean,Delta_MFCC_C3_std,Delta_MFCC_C4_mean,Delta_MFCC_C4_std,Delta_MFCC_C5_mean,Delta_MFCC_C5_std
03-01-06-01-01-01-01.wav,0.005951181,0.008126789,0.2963467963836478,0.2636035088577889,2678.133575850422,1328.7192900980533,0.16699089,126.78107042513578,35.79662318336621,120.662497973769,0.5974842767295597,-595.331,185.19409,57.99092,55.75575,2.2590282,22.153135,14.343322,18.420576,8.518202,16.934793,-2.4230087,13.582535,-4.188249,11.460947,-8.528271,13.464728,-12.255306,18.114706,-1.40471,10.20879,-2.2603824,13.406861,0.5045404,11.648197,3.6462836,10.336176,0.068293154,14.175059,0.07691025,7.5247355,0.035354022,4.383142,0.0026927325,3.2162046,-0.011954374,3.9331532,-0.023060301,2.699089
03-01-06-01-01-01-01_aug0.wav,0.0059513054,0.008129522,0.2203100432389937,0.17296181680356365,3018.288118297605,1694.2927390357963,0.16434841,138.5333938068819,27.68355638929089,120.662497973769,0.49056603773584906,-597.85065,181.80408,62.607807,57.59128,-1.4541768,24.099163,18.820312,20.648506,4.958579,16.915709,1.8914597,12.570505,-7.522917,14.047489,-4.5898924,12.230379,-15.346629,20.60992,2.168106,8.744904,-4.987693,15.176635,3.6519504,10.669454,1.292866,11.570875,0.067944795,13.9611635,0.07605096,7.412779,0.033949412,4.398926,0.0013547821,3.332216,-0.012826044,3.926162,-0.023931287,2.723288
03-01-06-01-01-01-01_aug1.wav,0.0091846185,0.0065248916,0.3815810485455975,0.1499995357226137,4925.838340723536,837.1105661376677,0.29465446,113.66156782664953,39.31220463458942,118.52531449832242,0.7610062893081762,-299.1417,26.87188,12.8940935,23.239265,6.069816,8.691206,4.4057965,8.907266,1.867874,9.097052,-0.40706736,6.5249166,-1.6777529,4.873159,-3.877189,7.384439,-4.6847277,8.759637,-3.3389056,5.8310013,-2.2306287,5.967765,-1.1726328,5.683408,-0.50463486,4.8377905,0.004090795,3.874362,-0.0032118312,3.3035843,-0.023387603,1.245133,-0.048235133,1.7333888,-0.030721689,2.034517,-0.007791567,1.4123669
03-01-06-01-01-01-01_aug2.wav,0.0041695214,0.005771703,0.13230942234848486,0.1019807032965609,2695.6692071524803,1303.7591852011708,0.13978913,126.87460664353908,37.13421941983016,120.662497973769,0.6515151515151515,-614.4749,172.07616,59.81304,56.614094,-2.4644399,23.177397,18.646587,20.380556,4.6151,17.040026,1.5410924,12.788675,-7.0779905,14.244328,-5.0027804,12.834591,-15.349992,20.575178,1.7427424,7.7549877,-4.330709,14.009407,3.594459,9.906736,2.1397316,11.301229,0.013983986,11.049556,0.018529989,6.8061914,0.015040701,4.175993,0.010002252,3.0856543,0.0043801875,3.639124,-0.0008160899,2.65131
03-01-06-01-01-01-01_aug3.wav,0.004225547,0.0056906072,0.1435086232311321,0.10223723794640412,2844.6719765673,1300.0738204641204,0.153765,250.52169759856594,196.36926723764154,666.0829572805036,0.7421383647798742,-619.0425,184.5319,56.862293,51.103752,0.10703148,23.67812,16.35023,19.285135,2.360241,15.371008,-4.782829,12.921268,-8.370843,16.670454,-11.267163,16.992907,-8.399014,16.505354,3.660428,10.213014,-2.383823,16.993032,4.9399285,11.36702,-1.4319426,10.682981,0.09659735,13.401316,0.11042627,6.6211925,0.05691417,4.4556804,0.015652495,3.4766388,-0.0071795,3.2651424,-0.02686389,2.362247
03-01-06-01-01-01-02.wav,0.0074227387,0.010141357,0.23716162420382167,0.18342640200958965,2914.1978319116556,1388.129132464331,0.1875796,671.5933081926731,649.0768109792748,1650.0018299638293,0.5286624203821656,-568.15845,173.86882,33.30165,38.5468,-26.176714,30.23654,4.7828236,19.248665,-12.257126,16.756098,-9.782233,16.131739,-8.575203,12.77615,-15.386595,13.951973,-6.131122,13.911569,-7.414159,11.528431,-6.4468265,9.298519,-5.3656745,9.479692,-5.0224643,13.463366,0.0047838734,16.210176,0.0067843297,5.3297987,0.0061664097,5.715983,0.0041741687,3.4755702,0.0015691527,2.574857,-0.00033605707,3.0780482
03-01-06-01-01-01-02_aug0.wav,0.0074229385,0.010145279,0.21301502786624205,0.16026732926179207,2934.7227763925325,1545.6131659540695,0.18272546,670.8018451167864,647.5821939081336,1638.9475122034717,0.5286624203821656,-571.03516,170.3778,38.35522,40.16766,-30.388258,32.214535,9.734001,20.008814,-16.337624,20.612932,-5.0115304,15.117863,-12.435322,14.773307,-10.928006,12.471336,-9.648982,16.486637,-3.3658078,9.26001,-9.593323,11.04167,-1.7627857,8.861188,-7.7125688,15.679823,0.012492575,15.942925,0.017724518,5.21794,0.016963206,5.7688494,0.014317731,3.6256547,0.01073847,2.7590976,0.007990934,3.0157783
03-01-06-01-01-01-02_aug1.wav,0.010516183,0.00846844,0.3745956906847134,0.15403191917985218,4925.91710441925,794.3251801579081,0.2932322,308.4082162368935,58.77024015517537,293.6761130174848,0.42038216560509556,-299.49243,24.693626,6.7439127,15.535868,-2.4555922,10.034909,-1.0566826,9.867447,-2.9249675,5.7712455,-2.3537817,6.476448,-2.3885126,6.1482086,-3.8649268,5.203229,-3.690465,6.801369,-2.8332975,5.445727,-2.2501454,4.5218616,-2.5001237,4.5907865,-3.0928996,4.996639,0.09824369,3.2777755,0.04291989,2.2238889,0.033315606,2.1387916,0.015703356,2.151747,-0.003437264,0.9317053,-0.024038706,1.1748478
03-01-06-01-01-01-02_aug2.wav,0.005146473,0.0071762665,0.19264688297193877,0.10536206140114944,3083.4414244874497,1243.8800577491895,0.1586621,564.5800180376249,566.020052581279,1654.8257877652343,0.4846938775510204,-595.4943,165.40315,35.195297,38.89344,-29.647444,31.304026,9.068085,19.540777,-16.777067,20.747276,-5.1711006,15.0926285,-12.590742,15.438955,-11.24027,11.8173895,-10.06668,17.19447,-3.0279305,9.077838,-9.437754,11.054929,-1.9238135,8.559522,-7.4114404,15.877543,0.011314548,12.922734,0.014945089,5.090054,0.012759306,4.971131,0.0108848885,3.0581226,0.009298646,2.2561145,0.007433249,2.9410696
03-01-06-01-01-01-02_aug3.wav,0.005223259,0.0071959067,0.21388895800159236,0.11029379560558983,3320.492837573405,1242.0530986587582,0.17635491,360.65958848380615,29.89440896830807,101.21197656927563,0.42038216560509556,-597.3819,173.38235,27.014736,33.768417,-26.762928,32.994053,6.070926,17.506779,-16.903341,20.223171,-7.1418924,13.095453,-14.251499,14.471049,-12.394452,11.680528,-5.4625444,15.3220005,-6.400635,12.511916,-4.045761,9.63511,-3.3681376,10.940824,-0.5034547,10.436608,0.028759416,14.810019,0.038141917,4.822089,0.031097388,5.8376927,0.021116927,2.9531095,0.010597362,2.865893,0.0021657762,2.499099
